VALUE	ABB	AVL
975812338	43	16
224831872	39	15
108623831	42	17
220345884	40	15
1793883516	35	16
935305711	40	16
1189054351	37	19
152614407	41	16
227279662	35	14
824535000	31	16
875293747	40	16
634727313	34	17
901503389	42	17
1152692267	41	17
1612357257	42	15
496624910	33	16
719147302	32	16
152070333	39	16
1782468382	29	16
142624848	38	16
1969547955	33	16
396388921	35	15
659897770	32	16
245134424	37	15
1383867003	44	16
918091295	38	17
866690353	40	16
1912094215	27	17
1965480917	28	17
1151375182	37	16
1599891203	39	16
793809608	37	18
1376207054	38	17
1708515035	37	15
1014155492	34	17
1022606922	39	17
496337098	38	16
55726195	46	17
1175221330	40	18
723616760	35	18
880261195	42	16
2050515077	36	15
1358344073	37	15
1781764584	38	17
1055723696	43	19
823217683	36	17
130905846	43	16
1774870998	40	16
975288016	47	17
1913374228	30	16
1917495846	30	16
797352324	33	18
162279502	39	16
429909969	38	16
1042486748	39	17
1546146505	37	17
1348001264	38	16
1909177101	30	17
1310757073	40	16
1165998533	41	18
913068635	40	16
763164628	31	17
1959808141	27	15
141792042	37	15
324196015	33	16
826479985	33	16
1164398964	38	19
820533114	36	18
882206180	36	17
192136646	38	16
1544149874	32	16
1762467375	40	15
95168075	45	16
755010300	32	18
1396748311	41	15
1150891771	40	17
1578227983	40	15
1527654157	36	17
778279122	36	16
406032351	31	14
1293544738	36	16
548291320	39	16
1203384675	39	16
1455824240	42	17
978201289	38	16
98387776	49	16
854487097	35	16
178718905	40	16
2007564877	30	16
17760522	38	17
1344717439	41	16
773149865	33	17
780925151	30	16
1157041932	39	19
914941907	42	17
1105121166	40	18
1983521918	36	16
2079340871	34	15
1925654280	31	16
718244450	37	17
123993870	42	16
1322320507	38	17
333228178	31	17
219161945	40	14
2077330807	28	15
1729976489	29	15
1370053717	38	16
1508075142	38	17
1110146999	45	18
849191	34	15
1914107493	25	16
256208089	39	16
549140511	38	16
970008521	37	17
1712032329	36	15
1527341801	37	16
1068396297	37	18
419035778	38	15
1706060706	32	16
928477526	35	17
436796301	35	16
903294497	42	16
1701627391	31	15
1217721452	46	17
2060336430	38	16
469085650	38	18
175358970	42	16
1896374700	34	17
400942874	39	16
2101013251	36	16
467135502	34	16
524936744	33	16
1275850110	35	15
800363680	33	19
744098689	39	16
1205697269	48	16
382856522	34	15
2114152406	28	16
566288763	36	17
1493003521	43	18
2115001597	31	16
332912608	30	16
1749211610	33	16
516658461	35	17
1302921129	38	17
1313760291	37	17
2044000262	33	16
223833778	34	14
1732796069	29	17
1602577320	46	15
1152311305	40	17
22108722	38	16
358388170	31	16
706455048	36	17
1239830174	38	16
271240952	34	17
1175540699	37	18
1415189145	38	16
20132004	32	15
1576483573	48	17
1368718748	33	15
487267506	33	15
2101420317	37	16
497085210	34	15
1287631187	35	17
698035358	36	17
1702782479	33	14
1670487709	28	15
664704117	35	15
121587594	39	16
1016007582	35	17
632222066	32	17
454500202	35	18
617735544	36	16
1148880527	42	16
1757421332	33	14
1931495835	28	15
1045397141	36	16
1981255110	33	17
1516808256	40	16
500490814	34	15
986082767	36	16
1538916979	40	17
858878984	32	17
1692537816	33	15
631263505	28	17
1130119936	35	17
720594867	32	16
2046452650	35	16
1150251940	40	16
149594792	37	16
1267687750	35	14
1637519446	33	15
103531461	44	17
1764772960	36	15
777666985	30	16
801566819	30	19
1320071791	42	16
300671046	32	16
1466270936	43	17
1441659385	49	15
1316678628	35	17
2098493003	35	16
1896159588	31	17
1934414172	31	17
1099889882	41	17
1506097272	47	16
1718426359	33	16
2145287024	25	16
1339868734	40	17
1087750968	44	16
498294190	33	15
178467854	39	16
479184299	36	16
1357173174	36	15
1871005670	40	15
1110447804	36	17
339809462	40	16
444116889	40	15
1009416807	39	17
1490061402	39	17
593711681	32	17
129620909	43	16
980097200	37	16
697243142	33	16
1894393870	35	17
1757764186	34	14
1498809961	37	16
1066982013	41	17
2058435232	35	15
817597250	32	16
361157751	37	15
1227630213	44	16
768606605	35	16
109833691	44	16
1014560737	36	17
1868496487	36	15
1615930963	38	15
585503449	35	16
1866299863	34	16
808316049	37	18
1673254417	34	15
217110405	35	15
986783903	38	17
4955068	33	16
1574283579	42	15
710305925	34	18
1115402872	38	18
1914093041	28	16
1154422814	40	17
2124819679	37	17
1256670795	39	17
1748134495	36	16
106956941	41	17
89284348	48	15
297893989	31	16
2001350811	32	16
1847048534	41	15
1796703951	34	17
920849176	38	17
1758000118	34	14
466817553	30	16
1282006927	36	15
838146683	34	16
1235424158	41	16
1391840618	42	15
1852707421	35	16
956436997	40	16
860287933	28	16
290727222	32	16
675253213	37	18
1668603983	36	16
1963981639	29	17
892363618	35	16
507904238	35	16
1968936707	29	15
319163550	35	17
1218210164	40	17
936855931	36	17
85772943	40	16
225149330	38	15
914191963	40	17
1342443739	40	15
1973283826	35	15
1021148904	36	17
1431728087	34	16
123694167	39	17
875016067	44	17
1131292973	38	18
1920398118	37	16
1795865243	32	15
741809443	33	16
239732023	39	15
930388523	36	16
1579956127	37	16
1475156181	37	17
174745493	42	15
1285179900	36	15
284109531	33	15
1035033427	34	18
1575907122	46	17
959362744	38	16
556153762	32	17
1392405113	48	15
1851726362	34	15
1064058000	33	18
1213858172	43	16
23406264	37	16
134784516	41	17
3230455	35	17
109179208	48	17
359933847	36	15
917422418	36	16
1451622947	43	16
185734025	35	15
1938571322	30	16
735867386	44	18
309428192	33	17
666103741	42	17
1867160359	34	15
82342663	37	16
314485337	32	17
461486154	37	17
322074686	32	17
1244873860	37	15
2041442281	31	17
1797230868	35	17
1419619353	41	15
1179138533	38	17
2081340399	33	16
307169132	34	16
607562007	32	15
893219495	39	17
863322894	39	17
1999967120	34	15
597462209	34	16
1927380895	30	16
1066341644	37	17
620868474	38	16
2062165411	40	14
1069572100	33	16
730047682	37	18
274615610	40	16
1986994518	33	16
34186981	30	17
460349635	37	15
1778082193	36	14
770054367	31	17
769777828	35	17
296702286	30	16
489731078	35	15
852120491	36	17
611187623	42	17
951217232	37	16
1174195177	42	18
1856061483	33	16
845175866	35	17
823942397	34	17
1128197189	37	16
2024314399	38	18
757799148	34	17
1435366321	39	14
484392759	32	16
1651018643	28	17
151205568	38	15
336876231	29	13
100997205	40	16
2078586463	34	16
1403217876	42	15
721865679	29	18
1993268226	40	16
325306328	30	16
1451913361	44	16
120400189	40	16
164817198	36	16
1486100342	35	16
580749824	39	16
1942899391	34	17
108671061	45	16
1350527652	26	16
92118030	46	15
598402139	33	15
55164495	43	17
703305653	38	17
1549619371	40	16
1229359673	48	15
411883489	29	15
247311589	40	16
2053302070	29	16
1540080678	36	16
124142341	41	16
663617571	40	16
827963351	35	16
608535100	33	17
167152566	38	16
979168919	39	16
945411331	36	17
268149771	45	14
910271734	37	18
201145559	36	16
990015450	37	15
756056313	33	16
526451887	38	16
294445163	34	16
876456502	40	17
691269086	41	16
1780545505	35	16
1457206326	45	17
486684829	36	15
1889216566	34	15
660250331	31	16
578802859	37	16
340135057	36	16
715414826	33	16
1282108513	39	15
1889754429	31	15
1944774499	35	18
1693992002	34	16
2137066018	36	17
1850592922	35	15
1086589032	44	18
113724711	40	17
366726845	38	16
1914552383	29	16
722259811	27	17
533879411	40	15
746237655	32	18
1667671143	36	17
802029183	33	18
1656509389	33	15
1868816702	34	15
1792044633	42	16
265082054	46	16
247784942	39	15
2086489797	28	14
1141538556	34	18
939054028	42	17
1719551654	30	16
451261235	35	16
1425738857	39	15
1461284573	43	16
1111511566	38	17
2004541717	37	16
1801419630	35	17
1826926392	33	16
1139166582	39	19
1543690411	36	17
1624217244	42	17
685674936	44	16
1533272782	40	17
1327326518	41	18
1772263968	45	16
1646997493	36	15
1694053363	32	16
1539332703	43	17
221773657	38	16
80449126	39	15
138086710	32	14
1889444800	33	15
882478309	36	16
1794596100	34	14
1610777854	36	16
527039295	35	16
2059678154	38	15
1858562796	30	16
466045444	32	17
1053733063	37	16
650133176	39	17
38113450	37	17
1504994298	40	17
2075872034	36	15
1499398023	41	16
469022216	38	18
1932930103	34	16
1153334006	40	17
148464960	36	16
924613037	41	16
549540769	38	15
1772682204	43	16
1610287973	35	16
2082813551	33	15
952525074	34	16
1235068293	39	17
1582327397	36	16
499094789	37	16
626917348	41	16
1804101054	28	17
579543916	40	17
765004059	32	18
1546062206	38	17
1462022225	45	17
412116511	33	16
1009356412	39	16
1989061520	32	17
324311017	33	17
720435561	32	17
307623316	35	17
1378044080	42	16
1370568737	37	15
345736767	32	16
735554730	47	18
1298957123	43	15
1845134790	37	16
1204576946	38	16
1084403578	39	17
850985148	43	18
1353041907	36	17
2009016615	41	17
1400525918	43	15
978240463	39	16
1471820940	42	16
1335855821	31	16
1930765538	28	15
559405585	31	16
770699570	31	17
282376679	34	15
1186322934	32	18
427316976	37	15
861920595	39	17
1951326993	33	17
1973379182	37	15
176459173	38	16
215959856	39	15
835251947	33	18
18037045	39	16
540270873	40	17
1555687508	45	16
325660362	30	17
1918314954	28	16
778772597	39	16
671397129	39	18
506386036	39	17
2077729721	31	16
369048271	40	17
1710962983	34	16
1014649651	35	17
1220033420	37	17
916521242	38	16
876182619	38	16
473075690	39	17
1894761705	38	17
200519911	36	15
1808931511	37	17
1678043595	35	17
759925497	32	16
432147434	38	16
1960420275	28	16
1946248431	33	17
859464410	32	17
674857222	38	17
1750091776	36	15
685359945	43	15
851316395	42	17
1966051632	29	17
1520611892	39	16
869353441	45	17
358838857	32	15
928815752	35	17
1195013803	35	17
129670163	43	16
1707588349	33	16
1866410932	33	15
636056200	30	16
1637834422	36	15
87975555	42	15
199535535	35	15
505000426	38	17
1308008975	29	15
1116056777	37	18
1381183045	46	16
1781084665	37	17
863334834	39	17
1581702956	37	16
1442532529	44	17
393894782	38	15
194144805	40	15
1874679963	33	15
206831409	42	14
2140393236	33	16
586660725	35	16
881688631	40	17
1743001364	37	15
1272020670	34	15
1733005027	32	17
1561569348	42	17
645148914	38	16
454874820	35	16
1920408206	35	16
1573964666	45	16
1649888623	28	17
2050078369	34	16
1134069368	38	17
1368815907	33	15
538650921	39	15
624420142	36	17
1456791462	46	17
738186456	37	16
1129420568	34	18
617316790	37	16
1854243233	39	16
363119965	34	16
250917807	42	16
570094420	33	16
1944822922	36	18
1693450336	34	15
963989202	35	16
2138967727	31	16
1420646651	36	16
1170820611	37	17
2131877316	37	15
2007307377	29	16
2052509242	39	17
1727395032	31	16
1131844399	34	18
1638030621	36	15
1141480733	35	18
1776993314	38	16
2092905441	32	17
914405291	43	17
1203474332	45	17
1595310416	41	15
817000012	33	16
190060052	36	14
816642675	33	16
1355650934	39	16
814480195	37	17
125950490	38	17
2093837390	31	16
1943900763	31	16
743267280	33	16
1800596976	34	16
159537081	37	17
994185087	34	15
223207748	35	14
2104360003	30	14
540151776	38	17
1187196950	36	17
2095844082	33	16
1960798427	27	17
210533913	43	15
2080237750	37	15
1820622156	30	17
115559507	41	17
1660149135	30	16
804982908	31	18
1753590129	41	15
654146220	35	17
434492574	35	16
1699011922	34	16
1568551511	42	16
1637966906	34	15
1146838691	40	16
238067875	40	15
1828026959	33	17
1963481366	36	16
1593718809	40	16
495023506	38	16
2089431856	32	15
1540072552	35	16
291440621	31	17
685215488	46	16
1193185880	32	17
450977702	36	16
1679400576	33	17
1416393628	40	15
407854057	38	16
72068704	45	17
456106930	36	17
356214492	30	15
2032867131	34	16
666640843	39	18
288968594	39	16
1706005640	33	16
782200350	34	15
1949117729	36	17
363504900	39	15
388306831	33	16
455780301	38	17
797997474	38	19
2087318754	35	16
2024331812	39	18
288480732	37	16
1086673797	45	18
114916040	42	17
2116507691	35	16
902671515	42	17
1708634849	37	15
464047549	31	17
844619724	35	16
1101223753	32	17
755488171	33	18
1529835212	39	16
146925985	33	16
1206465873	43	16
1061752140	36	17
1563319613	45	17
1614319931	43	15
1133820844	41	18
2019426543	41	16
1970534423	31	16
1019204328	40	17
538583738	39	15
112019369	36	16
577726320	34	16
1320784089	37	17
2061137099	43	16
941231220	35	17
1709090920	40	16
369433752	37	15
1739228694	37	15
1648926026	37	16
246281917	38	15
2027709426	31	15
588116175	29	18
361197957	39	15
1996733470	36	17
1490787691	41	18
2069832806	40	16
313297371	32	17
187923767	39	15
1023572912	31	16
1068785542	36	16
1717758979	31	17
1170498897	37	17
127767768	43	16
632027472	31	17
586334863	33	17
1742087699	41	15
1765848316	38	15
458277758	41	16
1565138474	40	16
637568996	36	16
996861497	34	17
1677157843	29	16
1215295316	40	17
170161938	43	15
1590811294	38	15
9042888	28	15
1879252858	37	17
1960245047	29	16
1748271582	33	16
1380695237	47	16
59043316	43	17
1628497361	37	15
1968811412	27	17
420241273	35	15
1477747183	41	17
1312115455	39	16
342590431	39	15
1791044554	38	17
1500039222	40	16
1366163343	33	16
712346449	32	16
1070314554	35	18
389178593	38	16
840114217	37	16
1702342026	32	15
975513456	46	17
434718268	40	16
1320706694	38	16
1433791214	34	16
1999856742	33	15
1958275691	28	17
283169063	35	15
1529530937	36	16
1026087359	36	17
453331001	38	17
972858584	44	17
1035130248	36	18
185100212	38	13
785619983	29	18
635918182	33	16
1565795449	40	15
844663299	32	17
116931895	44	17
1387123213	41	17
1264904572	34	15
1594679078	39	15
551755021	33	17
1607495003	40	14
1238239985	33	16
2051794243	38	16
826174699	33	15
1950586434	31	17
974625149	48	18
1215353292	42	17
643217003	43	16
529483527	34	15
43383100	37	17
1077935271	41	16
1850190222	35	16
1477174314	39	16
930308365	36	16
1660982265	28	15
1760343378	33	16
312355654	31	17
539585976	41	16
66190731	41	16
1285214238	37	15
1574716224	40	16
251290943	37	16
2070834221	35	15
63150759	38	15
1817086392	31	16
768013872	35	17
180082654	40	16
1056725958	42	18
2032918444	35	16
1774761733	41	16
1608480979	39	16
1492929800	42	18
865518070	45	17
1512791574	48	18
171620851	44	15
668620856	39	18
339933076	40	16
1386974143	41	15
1311837859	41	16
869416603	45	17
1430357243	40	15
242289482	34	16
572123177	34	15
760047909	28	17
1172597847	34	17
85621794	40	16
372907639	36	14
1484953501	38	17
625207771	35	16
439098371	31	17
622684092	40	15
52440347	40	16
690389314	37	16
546034665	38	16
115591106	40	16
359992059	33	14
1314048538	31	16
295673761	38	16
1416718017	39	15
1199483334	35	17
2070435494	35	16
877715348	38	17
544929486	44	16
788469916	31	17
243023274	38	16
716550337	32	16
1457090772	45	17
582956350	36	17
2103524480	32	15
621444983	36	16
1452372954	43	17
1386398075	40	14
863734465	36	16
2024496131	34	17
2146445985	30	16
2036332312	35	16
2110117926	35	15
371869976	36	14
1373802165	32	15
587842049	28	17
810968347	34	17
1996486257	40	17
640282396	37	15
1501357662	37	16
395037275	38	15
755873503	32	17
1861349721	42	16
1709085813	39	16
1051547264	37	16
1130584090	33	17
761085499	37	17
974499110	47	17
2008299438	34	16
1306014986	36	15
1762969026	36	16
103839064	43	16
2022565323	39	16
1072576150	43	17
686795415	40	16
1978606156	36	16
1694021133	33	16
2139168369	32	17
1217520583	45	16
410271950	29	16
2016180852	39	16
1216482920	42	16
299120614	31	16
1978815130	32	15
1588352897	39	16
1672922779	34	16
419173531	35	14
251837596	39	17
1521925389	43	17
1059455928	38	17
1753195258	43	15
1916962664	26	16
1815329431	32	16
1467061331	43	17
1478564829	41	16
719393047	29	16
450161773	38	15
92166680	45	15
1693892157	31	16
310977563	30	17
1398181666	40	16
1309377535	34	15
414816628	30	15
1273263342	33	16
234470037	37	16
1101612043	27	16
1104385850	34	15
1928491170	29	17
1093296764	43	17
174422785	38	15
191279472	39	15
961993968	38	15
1390905706	42	16
490400086	36	15
793325451	34	18
831774955	33	17
15839217	39	17
1212498982	42	15
1083612551	43	17
1537764606	43	17
124471262	41	16
689324162	40	17
1307243622	35	15
1939800693	28	17
8901845	30	17
638324803	37	17
511710092	32	16
459063619	40	17
730491484	38	18
58118601	46	17
770041182	34	17
2128673150	36	16
1367496136	31	14
1184857810	34	18
1254452844	39	15
1601966173	42	15
138986205	39	15
211355046	48	16
1382973695	49	16
1232282969	36	16
385777832	39	15
1574253167	41	15
46793290	44	17
1776683538	35	16
2064653253	34	15
840118741	36	16
460974845	33	17
2080492471	40	16
2052617723	37	17
1544587396	34	16
1470773429	39	17
29605338	36	16
86427910	40	15
630533404	30	18
1969406031	35	16
95329756	45	15
1268858207	35	16
333632476	34	16
554393375	34	15
1999349691	29	15
391751077	38	17
1324434557	42	17
1980539194	39	15
1759247214	34	15
361808720	36	16
1087508390	43	18
1213729739	44	16
500794925	34	16
1298863437	41	15
449219787	36	15
1733077895	31	17
1684641269	31	16
2023472954	37	16
1779871185	35	16
1313841159	36	17
1940642560	34	15
472506278	35	16
1774816004	40	16
1873651383	34	16
377640353	39	16
1171919752	40	18
1196941164	36	17
407245691	35	16
1258347663	40	16
1827474568	33	17
229168075	38	16
1353677419	31	17
948849128	37	16
562800551	35	16
1908070794	33	16
800715171	32	18
954551628	42	16
1085021703	42	18
633770717	35	17
566315194	37	17
1446830423	41	16
1721279108	31	17
1780044934	36	16
1947625349	28	15
872658897	39	17
81781073	43	17
1533219596	41	17
409816518	35	15
2105254027	29	14
1165607133	39	19
1723657677	31	15
1898412939	34	16
1638113411	36	15
1350990033	31	17
1624580674	44	17
2015753764	37	17
375426137	38	16
674038191	36	18
275515808	41	15
1633773800	36	15
354029111	28	15
504683883	37	16
839967571	35	16
1302878239	37	17
1067484434	40	17
600554717	35	15
2103593411	31	15
2022036062	35	17
1685576421	34	16
589880480	32	17
440867609	36	16
984923196	37	15
163675940	37	17
73428895	41	18
785064897	37	18
1036334837	34	16
155209968	37	16
170800845	38	15
1446151355	44	17
112980347	41	16
1336407978	37	17
1022325384	35	16
2011393287	36	17
827037741	33	16
225831769	39	15
1488490313	42	16
695307858	37	16
601257907	34	16
15044856	33	16
970823666	36	17
87548059	38	16
369073968	40	17
1475507549	37	16
927515631	33	16
1671952207	33	16
395508335	36	15
1528070348	40	18
1628061970	41	15
270060749	32	13
1066163121	33	17
70458803	42	17
710928358	33	18
2051086318	39	16
234134743	39	16
784357253	34	18
688667567	42	17
1270469581	35	16
939567221	35	16
859468413	31	17
569137288	38	16
1052547569	40	18
48392743	48	16
1591462673	41	15
916457208	36	16
875430485	40	17
1817294442	33	15
257463873	40	15
1570738343	40	17
271068701	34	17
272508730	38	16
394078361	33	14
358616761	29	16
641582698	38	17
1869585910	38	14
1286132392	38	17
166051257	39	15
117610597	42	17
666719092	40	17
1794113228	37	16
387671346	36	15
1732882214	30	17
1864572031	38	16
1098599705	35	16
1636484884	37	16
2098706774	37	15
1882956958	37	15
177668803	42	17
1221692707	43	15
675040532	36	16
1037137216	34	18
1790829996	40	16
1727588101	29	15
1085529960	43	18
1234809021	41	17
496561661	36	17
1960960445	27	16
904619815	46	16
754025534	31	16
1384215140	43	16
1175688517	36	18
1026534264	40	18
1778293501	41	15
1534305278	38	17
1668116962	39	16
1500395763	37	16
672954022	36	17
1834168220	38	16
1618006360	38	15
1339673114	39	16
1480797800	38	17
2005677706	35	16
925071680	39	16
1197886183	39	17
956793763	41	15
414072916	34	15
1149109309	40	16
692267074	42	17
591741720	38	17
223318369	37	14
1367307606	33	15
1628878936	39	16
2014148365	35	16
947412059	40	17
566925248	37	17
1101473738	30	17
1443973720	45	16
380402045	36	16
2006093553	33	17
50515606	43	17
1764617185	39	16
1034298422	37	16
1077049871	39	19
1395427038	42	16
421120052	28	15
597683185	36	16
748339153	36	18
1094074074	47	16
284367757	33	16
218861865	45	16
286263541	34	15
1765165557	35	15
77055924	36	16
1211335221	39	17
815568092	38	17
1033849687	43	18
1625408138	43	16
1964677402	31	17
1726116761	34	16
69666210	46	17
40512123	36	17
945940719	39	17
1698545146	32	15
2054660488	32	16
1893352778	36	16
117986747	43	16
1008650578	38	17
1189842850	32	17
498388792	35	15
867260483	41	17
1240358457	42	17
115522330	41	17
1901558906	39	16
169924680	40	15
1510949368	39	17
175195310	43	16
767607865	33	16
111804874	37	16
1269269385	36	16
1051975623	40	18
330666739	35	17
1555532926	44	15
669657532	34	19
407722663	42	16
619384499	31	15
1485225625	42	16
1441572351	49	16
97308989	45	17
1302419379	36	16
1020205464	36	18
166975199	39	16
1342931502	39	16
1966146184	28	16
1865520346	40	15
1250108342	38	17
1712015314	36	15
1983507093	33	16
111275272	42	17
754374517	37	17
334412237	36	17
978535755	39	17
1994732974	36	15
449934567	36	16
732611013	37	17
17174006	39	16
1960883936	26	16
907806324	46	16
784781871	34	17
2072688810	44	16
29592061	35	16
1836757494	34	15
255871901	39	16
1585124987	36	16
358931379	29	16
663594565	40	16
57025838	46	17
1844157004	32	16
2105166916	33	15
154334828	39	17
999092735	43	17
977888732	41	16
321310027	33	17
194540589	41	15
796551268	31	18
39346725	39	17
1444648931	45	17
361082935	38	15
2022853818	40	17
1555924203	42	16
1115457452	37	17
209782408	41	15
386976310	31	16
962706778	37	16
659716975	33	16
1119587324	31	16
979880784	36	15
473117263	38	17
2027393648	36	16
1764662655	38	16
398322425	37	16
2056985709	30	15
1453936502	44	18
654194327	38	17
1494627048	39	17
1812867881	31	17
1317788892	38	17
1551652886	44	17
1509541237	46	18
1275472160	37	16
1705987714	33	16
361150324	37	15
105877244	41	17
2027297742	36	16
555690913	38	15
902428513	40	17
2066644467	39	15
2000339844	31	15
1263511448	34	16
1942014638	34	16
1408780399	39	15
231485252	33	16
4313398	36	15
1795756709	31	15
1194192030	36	17
664030373	42	16
767860385	35	18
26589166	39	16
1137147637	36	18
647770385	37	15
1791251821	38	17
1535470062	42	16
557272446	40	17
1097704675	38	17
42180741	39	15
2051899494	38	17
763088908	36	16
1359969633	35	16
1456068733	41	16
125146497	41	17
487958145	37	14
1014572799	34	17
486296821	34	15
593835390	30	17
894386893	36	16
1041987734	39	17
1496263903	42	18
813547713	36	17
894843930	38	16
612291703	34	17
608078703	32	16
156140681	40	16
843776955	38	16
612392101	36	15
1951897391	31	17
2037968985	31	16
1276422474	35	16
572274128	37	16
2064558151	36	16
266086463	39	15
1220044514	35	17
1708326324	30	15
1801556526	34	17
1777316960	36	16
658547352	37	18
1843737267	34	16
1681732807	26	16
1421636260	38	17
1056223253	41	18
990317892	35	16
1546782758	35	16
1544181398	32	16
2004890691	35	15
2033079579	31	16
2138016788	31	16
751793937	35	17
927583666	32	16
1486797043	37	16
1565341650	35	16
1822427596	32	17
2099088746	40	15
25936705	36	16
1978568278	36	16
795382053	34	18
638328806	38	17
1782982021	34	16
685867390	43	16
1914751280	31	16
207772501	41	16
602941893	33	17
33354096	33	16
1427817015	41	16
163784570	39	17
1834910622	42	17
1057650328	41	18
822331922	32	17
1531164241	40	16
591899487	32	17
96484534	46	16
439903846	34	16
1582217379	37	17
1643267292	42	16
1984085245	34	15
1439624422	44	16
1528863224	38	18
1974618385	35	17
43934711	41	17
308963242	33	16
1313931781	36	17
1609276361	40	15
2131390838	35	17
1265536879	32	14
1635213066	35	16
1962475468	31	17
2060918933	38	16
126058224	37	17
1597973841	36	15
599302675	33	15
2040809505	31	17
1805746343	32	17
1202244569	39	16
2074163601	32	15
1086079710	42	18
1366029139	35	16
1761590575	38	15
2143730038	31	15
40877413	35	16
1145271168	40	17
588145877	31	18
137361947	37	15
1585175015	35	16
22879608	35	16
1780629240	35	16
1421776612	38	17
1462504031	45	16
1162008816	33	17
1248911349	42	16
1506438742	45	17
1470972058	41	18
415359482	33	16
968231456	35	16
1454879248	44	17
1680896362	32	16
455960874	35	17
1269871069	33	15
1594331647	42	15
582019099	36	16
720361262	31	17
46150674	48	17
475344956	38	18
378623957	37	14
1248395243	40	17
402024909	38	16
1464703668	43	17
466940734	33	16
16131836	37	17
1460950058	44	16
507818147	35	17
1161403004	39	18
2049095936	34	16
645180095	37	16
599094371	34	15
2071975544	36	16
278325687	34	16
2020870983	37	18
1386995927	43	15
1440334503	40	16
1122298685	32	17
745951022	34	18
763822913	38	16
1537658167	44	17
1714182478	28	16
71218513	40	17
1071070881	46	19
22659704	37	15
1341089582	39	16
517918880	35	18
604678803	36	15
2061450845	43	16
564069555	37	17
1080023759	42	18
292591154	32	15
1812464798	28	16
1482048668	43	16
1757294822	33	14
131921885	43	16
1498180504	37	17
1070761233	43	18
639740032	36	14
512099861	30	16
972373521	38	17
1284920127	36	15
1111194232	33	17
896865417	36	16
1563245814	44	17
984581568	40	16
136377697	33	16
856096669	31	15
2106880253	31	14
882328719	34	17
1619919582	42	16
1497054772	43	17
449027549	38	15
1691138096	30	16
420642006	32	15
471687253	38	16
884744030	38	16
938560886	36	16
1076366057	42	18
798711227	39	19
1502630441	43	16
8906168	29	17
1091302382	46	17
1167611592	44	18
1490954837	46	18
701113556	38	17
1299533477	40	15
841651693	35	16
1771874789	43	16
1939273509	32	17
1353751554	32	17
596764662	31	17
1076709989	44	19
317462139	35	15
1493630080	39	17
492472155	38	15
1302043707	36	15
1630007777	40	16
1348568825	35	16
1261440312	35	17
364852848	37	16
821004759	33	18
611011436	41	16
813880397	34	17
364659207	34	16
1031653442	44	19
1285567650	46	17
1249403238	42	17
1970214329	32	16
214450059	35	15
2048114465	33	16
1325361122	39	15
223356228	35	14
991933199	31	15
345489066	35	16
1714311065	27	16
1693046756	31	15
1645022543	38	16
408479110	34	15
1317437897	35	17
1436812405	44	15
1762230665	38	14
1914202560	24	16
366038746	35	15
2079692804	34	15
1260348992	32	15
858510901	31	16
1234252863	39	16
742873121	32	16
59596078	43	16
348209527	38	16
1107725969	35	18
880600838	40	17
959220963	40	16
1921606366	29	16
1245260045	37	15
1990874406	38	16
1059690368	34	17
347179635	40	16
1813605087	31	17
1274140428	35	16
247810453	39	15
991482561	34	16
1497496656	42	17
1239743652	39	16
1336971628	40	16
1064324073	34	18
785306760	36	18
834510523	38	17
1472803183	41	17
2102744658	35	16
123839280	42	17
1087550200	44	18
1869463570	39	15
489878026	34	15
1019759356	37	17
982328914	35	16
1348388928	36	16
106528571	44	18
1725202035	31	15
1407985006	41	15
454738098	35	18
685444356	46	15
141102196	41	16
1413959062	41	15
459567074	37	17
1386362242	40	14
1257349820	36	16
1519257442	37	17
1733541877	35	15
923471259	39	17
645914222	39	16
1981352330	33	17
1914953820	33	15
2143410878	29	17
1073612335	45	18
1104441800	36	15
1060251303	35	17
1858919095	36	16
1938952324	35	18
385570839	43	15
1814180105	32	17
2062791604	38	15
1473121039	39	16
1536160027	40	17
405185983	35	16
345396748	36	16
371005293	33	17
1753574911	40	15
451925319	35	15
2096207328	32	16
1014076269	35	17
906663418	44	16
634168036	31	16
1155178466	41	17
173138832	40	16
1093735110	40	17
394057060	38	15
1430488652	38	15
465508905	29	16
2127598937	37	17
206476263	43	16
1111423127	37	16
1961467620	30	16
2121430083	39	16
1107350358	35	17
887596307	40	15
1078388236	41	18
20118013	34	15
599031754	32	16
869856912	41	17
405688852	36	14
265728212	36	15
785164868	34	18
1878809892	43	17
1801888239	32	16
1190350851	33	17
76722992	39	16
25409885	34	15
796442114	29	18
528648311	39	15
2121617213	39	17
1810518384	37	16
1435311729	38	14
608301602	29	14
818213202	34	17
1608450561	40	16
1702036712	31	13
1212270262	39	16
891455565	37	16
20061969	35	15
1192385551	30	17
1097931828	38	17
1131485097	36	18
1006369523	42	18
1071878264	46	18
91351807	48	15
1893965830	32	17
2782852	32	16
111469820	39	17
345513937	37	16
872639764	40	17
517158673	37	16
611242149	41	17
1657804632	35	15
248484917	38	16
265646740	38	15
700671836	37	17
325207909	31	17
291056625	33	16
1497113950	43	17
853856220	42	17
265190191	46	16
1160148686	37	17
141684302	37	15
873491793	35	16
1978361888	36	16
1750134863	35	15
428044857	38	17
1043148502	43	18
494106781	40	17
448106827	39	16
88050406	43	15
1592038609	45	16
1579591924	39	15
1094419929	46	17
516433225	39	17
1670943731	35	16
840902112	36	17
519216077	34	17
1782413551	31	17
1186416049	34	18
1391855841	44	15
152088576	37	16
